collection  size    hash    url
climate-gov-april-2025             5687.3MB  a95b9987d84f6f34  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250422034632122-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225735Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=d33650effdaf82ef64278c2e600e4a290a8bc346d4c6071f4e7d35f39e01072b
climate-gov-april-2025             5729.2MB  889a60e11c2a4153  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250421195020328-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225735Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=29ec5e11427aa623ff6f5bf678af94684b5f741531a7d804075c00265d053374
climate-gov-april-2025             5646.9MB  0489ce8b84786fe2  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250422053052369-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225735Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=a3a24cdb9bc60113e5b5d5a44e064cd200ebf7bdd6beb2e30a00a5dd9cb4a781
climate-gov-april-2025             5658.7MB  291c9c0e0aa0f866  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250421220208705-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225735Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=c5b568fa42ddf068712fce8ce944ab9c07b6144014f8f465a2083f1793645cb9
climate-gov-april-2025              921.4MB  9f284209a34af5dd  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/uploads/upload-7f63cd27-c276-40e4-9643-b5cbc92135b7-climate-7bkvq666.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225735Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=7e665b1bc1bd01d85f4f865397fb6820bd5e6e34b6ac7a80349a5e9938966e6d
climate-gov-april-2025               45.3MB  a5ced69faed4bae1  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/uploads/upload-c61f4418-910a-4bd5-8dec-1ab24894000e-event-tracker-c2jhnn5i.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225735Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=d96b36336852f3f820405ae0ab440ef0dac87c3f878fc852b2d9404c60d18724
climate-gov-dashboard              5670.9MB  1da3aca728cb69f6  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118115719531-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=3a011c26d36274d72e28f98dc12436602d4f9583d274962167a8c1460818bda4
climate-gov-dashboard              5662.2MB  18b7c60b8dcc3bc1  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118104920621-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=9c9123e1c2a23ae6fafe4be48ce4373da2f45b1813e62a75c36292f2f779010f
climate-gov-dashboard              5899.4MB  08690e3c791ae4b6  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118124928996-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ce87b425e750b647f675ea984ae147ca428db7dcd23769ca7f8889a781abc3ec
climate-gov-dashboard              1262.8MB  3ded87f47076df02  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118101145398-570f263b-963-2.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=839fb0bc67c07e2995e5e46791e95f191d6899f28cb68aeb082b20a211e8e443
climate-gov-dashboard              5659.2MB  17d6346dea15baab  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118110632295-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=90f8ea03b5abad871de307d6eb410e0af863e994f3e6a62af06bbaad8d554976
climate-gov-dashboard              5702.4MB  aa5e1a8650733ba9  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118195919305-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=49a0e67c7a63fa66e2d6933c037d1984c68aa23d359f44f7a67fdbd428c4bfb1
climate-gov-dashboard              5694.2MB  b486cdd13861c033  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118103230182-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ba2197d613a3c10c69e02cfe9a79ed403f866ed21fba3f28153011f72a7e7ddf
climate-gov-dashboard              2327.6MB  1e9e9418d61e0dce  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250119044339954-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ad83ad41111361270a21aad9036e2671f0cf8ecc137d8d2239fadb33528c7687
climate-gov-dashboard              1324.8MB  0e33e7ad330a3d5b  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118101145406-570f263b-963-1.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b941e8bda12bf58319e6953e653484393f3fb055e521d402aebdda2a0d5f7fbf
climate-gov-dashboard              5766.0MB  c3244ec7fd7b355e  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118134840714-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=611549be589de0bb6aca96f0487313b5dfeb8141d52e7394b8366c18332a06ba
climate-gov-dashboard              5651.2MB  5c534708da9c438a  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118142106163-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=aac425e5070d6f86ab3eb66788dbc11c0fcda1c9971bd06f3e34711727dab35c
climate-gov-dashboard              5646.1MB  03ea79bbd0db1ded  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118175715808-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=078690f040e26aa757e9c8668bc4a26c7c837d431b2f33344b4d2fa851773719
climate-gov-dashboard              5649.7MB  3a4c225c9da9e780  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118112336138-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=32573248870798f956c9fd27514f852d8fcfde2e1265f71a7c178bf366cc88cc
climate-gov-dashboard              5804.8MB  b5db04ee9040894d  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250119013513818-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=18afa9b139e23466bd4331b484b588833b1dc1c44b1e8b5ba99192eac94f0799
climate-gov-dashboard              5780.3MB  71d338dcabf7d192  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118054243658-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=789573bdcb4394a5ece640769b1c7337f707513716b7f3186d03a06a9e1f6c58
climate-gov-dashboard              5706.8MB  bdbfe02e6fcc51f7  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118092739118-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=1abca7ead19c987cce8fc8f3f2a3fb8b07ba1b43f7af9da29f4fbb9ddea1550d
climate-gov-dashboard              5773.7MB  cb97ad4ca07837d2  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118173035076-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ee94eba23cb059556e360fbfa9130e93fafb2c07cb928fc9e05a36f5b8cd4fb8
climate-gov-dashboard              5657.1MB  5e0a2ed2a3c89a11  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118132813722-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=8b3e4760eec270db9dd0d9ef64119679b45bec0767462e1a2852537672d10fbe
climate-gov-dashboard              5701.1MB  64073d91a9505a59  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118073029321-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=c99753c320c8e618bd9183f17fbf25f99895ff72fd87e2cc91fd7db8c981ac31
climate-gov-dashboard              5692.0MB  ff7a795b429ff947  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250118215032042-570f263b-963-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=bb3d6a7a940c8dca58bbbd5d164b02605dcea8ee1aa71e871835e0da6848550c
climate-gov-dashboard                 5.0MB  d99ae9f2849ad864  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/uploads/upload-26e4098d-feed-461a-a6c4-6ad94804155cglobal-climate-dashboard-mizvcaiy.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T190821Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=81ff9bf194e7922dd41c841054a3e348f115e618436a01e3c4d558edf5bd3be8
coralreef-gov                      1510.2MB  2c495faef976ec7d  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250507075506153-47d97f36-b63-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T225730Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=5fd630fb2a4fd8683fb6a6aab2090bb33cb24e50374e7f1beb381c687e058dfa
covid-gov                           794.0MB  326cf017546e41f3  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/uploads/upload-b0dd83f0-e041-4085-9f48-bbce31b32d31-covid-gifjj7cv.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260716%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260716T165025Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=cb576908a4c5a4d924960e38955e27af8ccc08138b6016cd7a1084e041a4a9db
department-of-education             321.2MB  32f38758fe3a876b  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250114221718239-c40dc42d-13f-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=098a5ac08ce08ab3d978da1ea336023901a0150937e7fc3b9b4d2f978c045968
department-of-education            1311.7MB  1c20decc64162e0d  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250117221241655-500ec75c-f4a-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b01e520ba84655a960095d659a90946dd07e40cd65843a744425ea02233d6e29
department-of-education            5225.0MB  198dc26ebbf2f4fd  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250121124707936-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=e2ca6187da076beecf86cf14db67c150825524fd28a9c51854055e70b9d16a92
department-of-education            6196.2MB  0e232099f8f9a809  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250119113930786-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=20763bc1143f1e810896343da19d73c0c79746db77777d77147929df2c6db180
department-of-education            5817.9MB  2a1b87aa7c5c50a4  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250124182144466-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=da2cf0da6610da439c76c72f80d7b01f5155693e480cddda238922fa3485296b
department-of-education            6701.9MB  6d4e5d44b318390c  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250122233719971-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=e2da0be3530e7a6131bdcfade41f2998a6a2f3a916140e22c52011e5b2ace8c2
department-of-education            5796.9MB  8921e4072092c042  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250126015805727-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=1c5254039887071e14d4a648a16c1bbb034c78f4b08cd976e0953edf5c01a01f
department-of-education            4908.7MB  64502a4202a72ae0  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250126170213442-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b1f6df3544cfd8de5208404389ff9b46462bc883add2798c4b0340df0ec24536
department-of-education            2713.7MB  79072bff2f5503db  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250121225010557-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=4cd3b0423beccbbfea31bb87cb7113d99747d5fc3689341faae52ae8bf4ebc49
department-of-education            5910.9MB  35d40e6dd5773cd8  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250121074504950-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=24bdd18cd4d9090cd7be611d2d0a82a533c260bd02f799d21d6451d8d6f0fb4b
department-of-education            5772.8MB  f9b59b634fb9b213  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250121043756329-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=9db376a6bf73f74776b45e702c8fe9191420da8404dae7dd6507ddfd8d1ca22e
department-of-education            5991.2MB  7f801a4a6f348bf9  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250122074826849-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=222bc3ee0805af04dae6785a0265cb1dac8713a1c41a42f6d95f0ecef11762e3
department-of-education            5828.0MB  61779a6297e01c49  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250122033017835-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=8c0f0908eaa2c17ab756a69c3b0260e1d053d6425c502729c15ffe1befdb0b47
department-of-education            3178.6MB  5c63032b40dbf256  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250126220338744-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=1a796456e671261a5c102e577d3229c5393d406334adceb6c37a8078fd2b36ad
department-of-education            5701.2MB  c7a7f846e7289ad9  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250119073728428-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=609579bfcbbbec4cfe46cc4c3be17013c88bcfe57cec73f70dc5e0e820a6488a
department-of-education            5786.3MB  8661bd3f624cf66a  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250120083532204-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=e4ec9c90d484668748d4f5b862b87889c34d6ad67a76ecb7fc35bd948cf3b990
department-of-education            3928.6MB  36b2c891494d94ed  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250126065950615-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=3dd808a863c124d37cf882187dda38ce23de46e70589d86c3c9a323337ca9154
department-of-education            5838.0MB  eb3fd51f1edd5345  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250119235318661-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b98cb39a6cff536c62cf89022f59183e15b289cb6d4672b7e7496d84a32de283
department-of-education             712.4MB  d13875df02c14c88  https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20250125085456331-97fca1f4-cef-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260715%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260715T211339Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=9f3c6e3f008cb6a239a905cecea4634b439f4b2209dc4cfea597a0b1fbb11e70
